,station,fecha,latitude,longitude,elevation,name,report_type,source,sunrise,sunset,dailyaveragedewpointtemperature,dailyaveragedrybulbtemperature,dailyaveragerelativehumidity,dailyaveragesealevelpressure,dailyaveragestationpressure,dailyaveragewetbulbtemperature,dailyaveragewindspeed,dailymaximumdrybulbtemperature,dailyminimumdrybulbtemperature,dailypeakwinddirection,dailypeakwindspeed,dailyprecipitation,dailysustainedwinddirection,dailysustainedwindspeed,fecha_corta
184,91765061705,2019-09-01 23:59:00,-14.33056,-170.71361,3.7,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, AS AQ",SOD,8,628.0,1818.0,70.0,80.0,72.0,29.92,29.91,73.0,18.9,81.0,79.0,140.0,27.0,,140.0,23.0,2019-09-01
185,72530094846,2019-09-01 23:59:00,41.96019,-87.93162,201.8,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",SOD,6,517.0,1826.0,61.0,68.0,81.0,30.1,29.37,63.0,4.5,73.0,62.0,90.0,17.0,0.34,90.0,14.0,2019-09-01
186,72220012832,2019-09-01 23:59:00,29.73333,-85.03333,5.8,"APALACHICOLA AIRPORT, FL US",SOD,6,617.0,1903.0,74.0,83.0,80.0,29.98,29.96,76.0,7.7,90.0,76.0,60.0,23.0,,60.0,16.0,2019-09-01
187,72764024011,2019-09-01 23:59:00,46.7825,-100.7572,503.2,"BISMARCK MUNICIPAL AIRPORT, ND US",SOD,6,602.0,1923.0,60.0,68.0,80.0,30.04,28.29,62.0,5.2,78.0,58.0,60.0,17.0,,60.0,13.0,2019-09-01
188,72622794790,2019-09-01 23:59:00,43.98867,-76.02623,96.9,"WATERTOWN AIRPORT, NY US",SOD,6,527.0,1840.0,55.0,62.0,77.0,30.23,29.9,58.0,4.8,71.0,53.0,170.0,20.0,0.22,170.0,12.0,2019-09-01
189,91334040505,2019-09-01 23:59:00,7.46666,151.85,1.5,"CHUUK WEATHER SERVICE OFFICE AIRPORT, FM FM",SOD,8,545.0,1801.0,79.0,83.0,88.0,29.78,29.77,80.0,5.1,88.0,77.0,,,1.13,36.0,8.0,2019-09-01
190,72703314609,2019-09-01 23:59:00,46.1185,-67.7928,145.1,"HOULTON AIRPORT, ME US",SOD,6,451.0,1810.0,45.0,54.0,71.0,30.31,29.79,50.0,3.1,70.0,37.0,230.0,14.0,0.0,230.0,12.0,2019-09-01
191,72266013962,2019-09-01 23:59:00,32.4105,-99.6822,545.6,"ABILENE REGIONAL AIRPORT, TX US",SOD,6,614.0,1903.0,65.0,84.0,58.0,30.0,28.19,71.0,6.6,97.0,71.0,90.0,28.0,0.01,170.0,21.0,2019-09-01
192,72535014848,2019-09-01 23:59:00,41.7072,-86.3163,235.6,"SOUTH BEND AIRPORT, IN US",SOD,6,611.0,1919.0,60.0,66.0,81.0,30.13,29.31,62.0,6.2,74.0,58.0,150.0,19.0,0.32,130.0,15.0,2019-09-01
193,72584523225,2019-09-01 23:59:00,39.2774,-120.7102,1608.1,"BLUE CANYON AIRPORT, CA US",SOD,6,531.0,1834.0,40.0,71.0,34.0,29.91,24.87,53.0,4.6,79.0,63.0,170.0,22.0,0.0,190.0,15.0,2019-09-01
194,72619614610,2019-09-01 23:59:00,45.6477,-68.6925,123.7,"MILLINOCKET MUNICIPAL AIRPORT, ME US",SOD,6,456.0,1813.0,48.0,58.0,71.0,30.35,29.9,53.0,2.0,71.0,45.0,200.0,13.0,0.0,160.0,9.0,2019-09-01
195,72332093862,2019-09-01 23:59:00,34.2622,-88.7713,110.0,"TUPELO REGIONAL AIRPORT, MS US",SOD,6,528.0,1821.0,69.0,81.0,69.0,30.06,29.68,72.0,2.7,92.0,69.0,40.0,11.0,0.0,20.0,9.0,2019-09-01
196,72592024257,2019-09-01 23:59:00,40.5175,-122.2986,151.5,"REDDING MUNICIPAL AIRPORT, CA US",SOD,6,536.0,1841.0,48.0,81.0,35.0,29.86,29.33,62.0,4.6,99.0,63.0,180.0,22.0,0.0,160.0,16.0,2019-09-01
197,72597024225,2019-09-01 23:59:00,42.37505,-122.8771,400.2,"MEDFORD INTERNATIONAL AIRPORT, OR US",SOD,6,536.0,1846.0,52.0,74.0,47.0,29.94,28.56,61.0,5.2,89.0,59.0,270.0,19.0,0.0,300.0,14.0,2019-09-01
198,72234013865,2019-09-01 23:59:00,32.3347,-88.7442,89.6,"MERIDIAN KEY FIELD, MS US",SOD,6,530.0,1820.0,71.0,82.0,75.0,30.03,29.7,74.0,4.6,92.0,71.0,40.0,16.0,0.0,90.0,12.0,2019-09-01
199,72251012924,2019-09-01 23:59:00,27.7742,-97.5122,13.4,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",SOD,6,609.0,1851.0,72.0,87.0,67.0,29.97,29.91,76.0,9.2,97.0,76.0,120.0,24.0,0.0,110.0,18.0,2019-09-01
200,72779024146,2019-09-01 23:59:00,48.3042,-114.2636,901.3,"KALISPELL GLACIER AIRPORT, MT US",SOD,6,554.0,1919.0,51.0,70.0,57.0,29.91,26.88,58.0,3.3,88.0,52.0,160.0,14.0,0.01,150.0,13.0,2019-09-01
201,72414013866,2019-09-01 23:59:00,38.3794,-81.59,277.4,"CHARLESTON YEAGER AIRPORT, WV US",SOD,6,556.0,1857.0,64.0,77.0,68.0,30.11,29.09,68.0,3.6,88.0,65.0,150.0,23.0,0.0,200.0,16.0,2019-09-01
202,72251712932,2019-09-01 23:59:00,27.74111,-98.02472,52.7,"ALICE INTERNATIONAL AIRPORT, TX US",SOD,6,611.0,1853.0,70.0,88.0,63.0,29.96,29.77,75.0,6.5,100.0,75.0,90.0,24.0,0.0,110.0,20.0,2019-09-01
203,72583024128,2019-09-01 23:59:00,40.9017,-117.808,1309.4,"WINNEMUCCA AIRPORT, NV US",SOD,6,518.0,1824.0,23.0,71.0,21.0,29.93,25.66,48.0,6.7,96.0,45.0,250.0,25.0,0.0,260.0,20.0,2019-09-01
204,72578024156,2019-09-01 23:59:00,42.9202,-112.5711,1357.0,"POCATELLO REGIONAL AIRPORT, ID US",SOD,6,555.0,1905.0,34.0,71.0,31.0,29.93,25.51,52.0,4.7,96.0,45.0,270.0,18.0,0.0,180.0,14.0,2019-09-01
205,72325003847,2019-09-01 23:59:00,35.9509,-85.0813,569.1,"CROSSVILLE MEMORIAL AIRPORT, TN US",SOD,6,512.0,1808.0,62.0,72.0,72.0,30.13,28.2,65.0,1.8,85.0,59.0,230.0,14.0,0.0,230.0,9.0,2019-09-01
206,70063727406,2019-09-01 23:59:00,70.1917,-148.4772,18.6,"DEADHORSE, AK US",SOD,6,508.0,2037.0,36.0,40.0,85.0,29.84,29.79,39.0,26.2,43.0,37.0,100.0,44.0,0.0,90.0,36.0,2019-09-01
207,72622394725,2019-09-01 23:59:00,44.93583,-74.84583,65.2,"MASSENA INTERNATIONAL AIRPORT, NY US",SOD,6,521.0,1837.0,52.0,61.0,75.0,30.27,30.06,56.0,2.3,76.0,45.0,220.0,18.0,0.18,190.0,14.0,2019-09-01
208,72290023188,2019-09-01 23:59:00,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",SOD,6,523.0,1814.0,67.0,75.0,83.0,29.9,29.86,69.0,4.9,79.0,70.0,280.0,19.0,0.0,280.0,14.0,2019-09-01
209,72219013874,2019-09-01 23:59:00,33.6301,-84.4418,307.8,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",SOD,6,612.0,1903.0,67.0,80.0,66.0,30.09,29.03,71.0,7.9,87.0,72.0,70.0,20.0,0.0,40.0,15.0,2019-09-01
210,72476023066,2019-09-01 23:59:00,39.1342,-108.54,1480.7,"GRAND JUNCTION WALKER FIELD, CO US",SOD,6,543.0,1845.0,34.0,81.0,21.0,29.89,25.22,55.0,8.0,100.0,62.0,270.0,24.0,0.0,260.0,16.0,2019-09-01
211,72643514991,2019-09-01 23:59:00,44.8665,-91.4879,269.7,"CHIPPEWA VALLEY REGIONAL AIRPORT, WI US",SOD,6,528.0,1843.0,55.0,62.0,74.0,30.09,29.12,59.0,4.0,72.0,51.0,220.0,21.0,,220.0,14.0,2019-09-01
212,72528704724,2019-09-01 23:59:00,43.10833,-78.93806,178.3,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",SOD,6,540.0,1851.0,57.0,63.0,80.0,30.18,29.57,59.0,5.5,72.0,54.0,170.0,17.0,0.84,170.0,13.0,2019-09-01
213,72228013876,2019-09-01 23:59:00,33.56556,-86.745,187.5,"BIRMINGHAM AIRPORT, AL US",SOD,6,521.0,1813.0,69.0,82.0,70.0,30.09,29.42,73.0,5.2,92.0,71.0,120.0,20.0,0.0,120.0,14.0,2019-09-01
214,72311013873,2019-09-01 23:59:00,33.948,-83.3275,239.3,"ATHENS BEN EPPS AIRPORT, GA US",SOD,6,607.0,1859.0,66.0,79.0,69.0,30.11,29.27,70.0,5.9,88.0,69.0,40.0,17.0,0.0,50.0,14.0,2019-09-01
215,72655714910,2019-09-01 23:59:00,45.8679,-95.3941,431.6,"ALEXANDRIA CHANDLER FIELD, MN US",SOD,6,542.0,1900.0,58.0,64.0,83.0,30.09,28.56,60.0,6.2,70.0,58.0,190.0,18.0,0.06,190.0,13.0,2019-09-01
216,72356013968,2019-09-01 23:59:00,36.1994,-95.8872,198.1,"TULSA INTERNATIONAL AIRPORT, OK US",SOD,6,555.0,1852.0,72.0,80.0,79.0,30.03,29.32,74.0,3.0,91.0,69.0,100.0,11.0,0.0,90.0,9.0,2019-09-01
217,72365023050,2019-09-01 23:59:00,35.0419,-106.6155,1618.5,"ALBUQUERQUE INTERNATIONAL AIRPORT, NM US",SOD,6,539.0,1833.0,47.0,82.0,34.0,29.97,24.88,60.0,7.7,95.0,69.0,150.0,25.0,,130.0,22.0,2019-09-01
218,70340025506,2019-09-01 23:59:00,59.7494,-154.9089,43.6,"ILIAMNA AIRPORT, AK US",SOD,6,615.0,2023.0,52.0,59.0,79.0,29.45,29.29,56.0,21.1,61.0,57.0,100.0,46.0,0.34,110.0,32.0,2019-09-01
219,72254013904,2019-09-01 23:59:00,30.1831,-97.6799,146.3,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",SOD,6,607.0,1854.0,69.0,85.0,62.0,29.98,29.47,74.0,3.1,97.0,72.0,30.0,36.0,,40.0,25.0,2019-09-01
220,72512614736,2019-09-01 23:59:00,40.29639,-78.32028,451.1,"ALTOONA BLAIR CO AIRPORT, PA US",SOD,6,540.0,1845.0,58.0,66.0,73.0,30.24,28.71,61.0,4.1,71.0,61.0,150.0,18.0,,180.0,10.0,2019-09-01
221,72221513884,2019-09-01 23:59:00,30.77972,-86.5225,57.9,"CRESTVIEW BOB SIKES AIRPORT, FL US",SOD,6,522.0,1809.0,73.0,83.0,76.0,30.01,29.82,76.0,4.3,92.0,74.0,90.0,14.0,0.0,90.0,10.0,2019-09-01
222,72207003822,2019-09-01 23:59:00,32.13133,-81.20237,14.0,"SAVANNAH INTERNATIONAL AIRPORT, GA US",SOD,6,600.0,1849.0,76.0,84.0,86.0,30.05,30.0,77.0,9.5,92.0,76.0,120.0,29.0,0.0,110.0,22.0,2019-09-01
223,72261022010,2019-09-01 23:59:00,29.3784,-100.927,304.5,"DEL RIO INTERNATIONAL AIRPORT, TX US",SOD,6,621.0,1906.0,67.0,88.0,55.0,29.95,28.9,73.0,7.3,98.0,77.0,80.0,31.0,,80.0,25.0,2019-09-01
224,72539514833,2019-09-01 23:59:00,42.2667,-84.4667,304.2,"JACKSON REYNOLDS FIELD, MI US",SOD,6,603.0,1912.0,57.0,64.0,80.0,30.15,29.08,59.0,4.6,70.0,57.0,100.0,15.0,0.16,120.0,10.0,2019-09-01
225,72793024233,2019-09-01 23:59:00,47.4444,-122.3138,112.8,"SEATTLE TACOMA AIRPORT, WA US",SOD,6,528.0,1850.0,57.0,71.0,66.0,30.02,29.54,62.0,5.9,79.0,63.0,210.0,19.0,0.0,190.0,14.0,2019-09-01
226,74793012843,2019-09-01 23:59:00,27.651,-80.4199,8.5,"VERO BEACH INTERNATIONAL AIRPORT, FL US",SOD,6,600.0,1843.0,76.0,83.0,78.0,29.89,29.87,78.0,10.5,89.0,76.0,30.0,35.0,0.06,50.0,23.0,2019-09-01
227,72763024012,2019-09-01 23:59:00,46.7994,-102.7972,786.4,"DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT, ND US",SOD,6,511.0,1831.0,58.0,70.0,79.0,30.01,27.34,61.0,8.4,84.0,56.0,40.0,22.0,0.01,50.0,17.0,2019-09-01
228,70296026410,2019-09-01 23:59:00,60.4888,-145.4511,9.4,"CORDOVA AIRPORT, AK US",SOD,6,535.0,1947.0,46.0,54.0,77.0,29.91,29.88,50.0,5.2,60.0,48.0,50.0,23.0,0.15,120.0,16.0,2019-09-01
229,72432093817,2019-09-01 23:59:00,38.0441,-87.5205,121.9,"EVANSVILLE REGIONAL AIRPORT, IN US",SOD,6,520.0,1820.0,68.0,77.0,73.0,30.07,29.65,71.0,4.5,87.0,67.0,240.0,17.0,0.0,230.0,13.0,2019-09-01
230,72214093805,2019-09-01 23:59:00,30.39306,-84.35333,16.8,"TALLAHASSEE REGIONAL AIRPORT, FL US",SOD,6,614.0,1900.0,75.0,85.0,78.0,29.99,29.93,77.0,7.1,92.0,77.0,90.0,29.0,,80.0,23.0,2019-09-01
231,72213713878,2019-09-01 23:59:00,31.1522,-81.3908,4.9,"BRUNSWICK MCKINNON AIRPORT, GA US",SOD,6,601.0,1849.0,75.0,84.0,75.0,30.02,29.99,78.0,12.4,90.0,78.0,60.0,27.0,,60.0,21.0,2019-09-01
232,72428693824,2019-09-01 23:59:00,39.94444,-81.89222,268.2,"ZANESVILLE MUNICIPAL AIRPORT, OH US",SOD,6,555.0,1859.0,63.0,71.0,78.0,30.12,29.18,65.0,4.1,82.0,59.0,170.0,30.0,1.05,180.0,21.0,2019-09-01
233,72255512935,2019-09-01 23:59:00,28.72472,-96.25361,3.7,"PALACIOS MUNICIPAL AIRPORT, TX US",SOD,6,603.0,1847.0,73.0,88.0,65.0,29.97,29.95,77.0,8.6,98.0,77.0,120.0,22.0,0.0,120.0,18.0,2019-09-01
234,72551014939,2019-09-01 23:59:00,40.8508,-96.7475,362.7,"LINCOLN AIRPORT, NE US",SOD,6,554.0,1900.0,64.0,70.0,81.0,30.08,28.83,66.0,5.8,82.0,57.0,180.0,21.0,0.0,180.0,14.0,2019-09-01
235,72768094008,2019-09-01 23:59:00,48.2138,-106.6214,696.5,"GLASGOW INTERNATIONAL AIRPORT, MT US",SOD,6,524.0,1848.0,53.0,69.0,61.0,30.0,27.6,59.0,12.7,79.0,58.0,70.0,26.0,0.0,90.0,21.0,2019-09-01
236,70371025333,2019-09-01 23:59:00,57.0481,-135.3647,4.3,"SITKA AIRPORT, AK US",SOD,6,503.0,1858.0,49.0,58.0,72.0,30.02,29.93,53.0,2.7,66.0,49.0,300.0,15.0,0.0,300.0,14.0,2019-09-01
237,72458013984,2019-09-01 23:59:00,39.5514,-97.6508,447.8,"CONCORDIA ASOS, KS US",SOD,6,559.0,1902.0,67.0,73.0,85.0,30.07,28.51,69.0,5.7,83.0,62.0,160.0,17.0,0.0,160.0,13.0,2019-09-01
238,72666024029,2019-09-01 23:59:00,44.7694,-106.9688,1202.4,"SHERIDAN AIRPORT, WY US",SOD,6,530.0,1845.0,50.0,72.0,55.0,29.93,25.96,58.0,4.0,94.0,50.0,300.0,13.0,0.0,200.0,10.0,2019-09-01
239,72429793812,2019-09-01 23:59:00,39.10333,-84.41889,149.4,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",SOD,6,606.0,1909.0,66.0,75.0,86.0,30.09,29.57,68.0,2.9,87.0,62.0,330.0,20.0,,200.0,16.0,2019-09-01
240,72411013741,2019-09-01 23:59:00,37.3169,-79.9741,358.1,"ROANOKE INTERNATIONAL AIRPORT, VA US",SOD,6,550.0,1849.0,63.0,76.0,66.0,30.2,28.98,67.0,5.6,86.0,66.0,20.0,19.0,0.0,20.0,16.0,2019-09-01
241,72775024143,2019-09-01 23:59:00,47.4733,-111.3822,1116.8,"GREAT FALLS AIRPORT, MT US",SOD,6,544.0,1906.0,51.0,68.0,60.0,29.94,26.25,58.0,8.7,85.0,50.0,320.0,23.0,0.0,90.0,16.0,2019-09-01
242,72548514940,2019-09-01 23:59:00,43.1544,-93.3269,373.4,"MASON CITY MUNICIPAL AIRPORT, IA US",SOD,6,537.0,1849.0,58.0,63.0,82.0,30.11,28.8,60.0,4.7,77.0,48.0,180.0,18.0,0.0,210.0,12.0,2019-09-01
243,72406093721,2019-09-01 23:59:00,39.1733,-76.684,47.5,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",SOD,6,535.0,1838.0,65.0,77.0,71.0,30.23,30.08,69.0,8.7,83.0,70.0,90.0,19.0,0.0,110.0,16.0,2019-09-01
244,72231453915,2019-09-01 23:59:00,30.0375,-91.8839,7.3,"NEW IBERIA AIRPORT ACADIANA REGIONAL, LA US",SOD,6,544.0,1830.0,76.0,83.0,86.0,29.99,29.96,77.0,5.8,93.0,73.0,10.0,24.0,0.59,20.0,18.0,2019-09-01
245,72232013970,2019-09-01 23:59:00,30.5372,-91.1469,19.5,"BATON ROUGE METRO AIRPORT, LA US",SOD,6,541.0,1828.0,72.0,84.0,75.0,29.99,29.91,75.0,4.6,94.0,73.0,110.0,22.0,,50.0,18.0,2019-09-01
246,72753514919,2019-09-01 23:59:00,46.9258,-98.6691,455.4,"JAMESTOWN MUNICIPAL AIRPORT, ND US",SOD,6,554.0,1915.0,60.0,68.0,84.0,30.04,28.46,62.0,3.9,75.0,61.0,260.0,16.0,0.0,250.0,10.0,2019-09-01
247,72256013959,2019-09-01 23:59:00,31.61889,-97.22833,152.4,"WACO REGIONAL AIRPORT, TX US",SOD,6,604.0,1853.0,68.0,85.0,60.0,30.0,29.47,73.0,4.3,98.0,71.0,40.0,16.0,0.0,90.0,12.0,2019-09-01
248,72417613736,2019-09-01 23:59:00,39.64981,-79.9207,378.0,"MORGANTOWN MUNICIPAL AIRPORT, WV US",SOD,6,548.0,1851.0,63.0,74.0,75.0,30.17,28.87,66.0,5.9,83.0,64.0,170.0,28.0,0.58,170.0,18.0,2019-09-01
249,72584793230,2019-09-01 23:59:00,38.8983,-119.9947,1924.5,"SOUTH LAKE TAHOE AIRPORT, CA US",SOD,6,529.0,1831.0,34.0,59.0,45.0,30.08,23.99,47.0,4.1,83.0,35.0,190.0,35.0,0.0,210.0,17.0,2019-09-01
250,72244693987,2019-09-01 23:59:00,31.23611,-94.75444,87.8,"LUFKIN ANGELINA CO AIRPORT, TX US",SOD,6,555.0,1843.0,69.0,84.0,66.0,30.0,29.67,73.0,3.0,95.0,73.0,80.0,18.0,0.0,80.0,13.0,2019-09-01
251,72618514605,2019-09-01 23:59:00,44.3155,-69.7972,107.0,"AUGUSTA STATE AIRPORT, ME US",SOD,6,502.0,1816.0,50.0,61.0,72.0,30.35,29.96,55.0,3.4,72.0,49.0,190.0,16.0,0.0,190.0,10.0,2019-09-01
252,72334603811,2019-09-01 23:59:00,35.593,-88.9167,132.0,"JACKSON MCKELLAR SIPES AIRPORT, TN US",SOD,6,528.0,1823.0,67.0,76.0,76.0,30.07,29.63,70.0,0.8,91.0,61.0,190.0,11.0,0.0,210.0,7.0,2019-09-01
253,72442013997,2019-09-01 23:59:00,38.1318,-91.76461,338.3,"VICHY ROLLA NATIONAL AIRPORT, MO US",SOD,6,537.0,1837.0,64.0,68.0,88.0,30.11,28.92,65.0,3.8,76.0,59.0,330.0,13.0,0.0,330.0,9.0,2019-09-01
254,72233053865,2019-09-01 23:59:00,30.34333,-89.82222,8.2,"SLIDELL AIRPORT, LA US",SOD,6,536.0,1822.0,73.0,83.0,78.0,29.99,29.95,75.0,4.0,91.0,75.0,170.0,20.0,0.27,150.0,15.0,2019-09-01
255,72313993729,2019-09-01 23:59:00,35.2326,-75.6219,3.4,"CAPE HATTERAS BILLY MITCHELL FIELD, NC US",SOD,6,535.0,1830.0,70.0,83.0,68.0,30.14,30.13,74.0,10.3,89.0,77.0,100.0,26.0,0.01,100.0,20.0,2019-09-01
256,72235893919,2019-09-01 23:59:00,31.1827,-90.4708,125.9,"MCCOMB AIRPORT, MS US",SOD,6,538.0,1826.0,72.0,83.0,74.0,30.0,29.57,75.0,2.9,93.0,72.0,50.0,14.0,0.0,50.0,10.0,2019-09-01
257,72343553921,2019-09-01 23:59:00,34.5467,-93.578,214.0,"MOUNT IDA, AR US",SOD,6,547.0,1841.0,70.0,80.0,80.0,30.04,29.31,72.0,0.7,92.0,67.0,,,0.0,150.0,5.0,2019-09-01
258,72576024021,2019-09-01 23:59:00,42.81538,-108.72611,1704.4,"LANDER AIRPORT, WY US",SOD,6,539.0,1850.0,32.0,75.0,23.0,29.92,24.56,53.0,5.0,94.0,56.0,300.0,28.0,0.0,290.0,20.0,2019-09-01
259,74759013833,2019-09-01 23:59:00,31.28194,-89.25306,46.0,"HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US",SOD,6,533.0,1821.0,73.0,80.0,82.0,30.02,29.88,75.0,3.4,87.0,73.0,80.0,18.0,0.0,50.0,13.0,2019-09-01
260,72360023051,2019-09-01 23:59:00,36.4486,-103.1539,1511.8,"CLAYTON MUNICIPAL AIR PARK, NM US",SOD,6,524.0,1821.0,52.0,75.0,54.0,30.02,25.17,61.0,11.3,93.0,56.0,250.0,29.0,0.0,250.0,22.0,2019-09-01
261,72203012844,2019-09-01 23:59:00,26.6847,-80.0994,5.8,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",SOD,6,600.0,1841.0,75.0,85.0,77.0,29.86,29.85,77.0,11.1,92.0,77.0,10.0,30.0,0.09,360.0,23.0,2019-09-01
262,70251026528,2019-09-01 23:59:00,62.32,-150.095,106.7,"TALKEETNA AIRPORT, AK US",SOD,6,549.0,2010.0,50.0,56.0,83.0,29.72,29.34,53.0,,61.0,51.0,360.0,7.0,0.1,190.0,6.0,2019-09-01
263,72681024131,2019-09-01 23:59:00,43.5666,-116.2405,857.7,"BOISE AIR TERMINAL, ID US",SOD,6,609.0,1921.0,41.0,81.0,26.0,29.83,26.96,58.0,5.6,97.0,65.0,130.0,20.0,0.0,120.0,14.0,2019-09-01
264,72270023044,2019-09-01 23:59:00,31.81111,-106.37583,1194.2,"EL PASO INTERNATIONAL AIRPORT, TX US",SOD,6,541.0,1830.0,51.0,85.0,32.0,29.9,26.12,64.0,5.5,96.0,74.0,50.0,24.0,0.0,50.0,21.0,2019-09-01
265,72688524152,2019-09-01 23:59:00,45.51139,-118.42472,1134.8,"MEACHAM, OR US",SOD,6,515.0,1832.0,47.0,63.0,59.0,29.99,26.23,54.0,1.5,81.0,44.0,50.0,14.0,0.0,40.0,9.0,2019-09-01
266,72248613942,2019-09-01 23:59:00,32.5155,-92.0405,24.1,"MONROE REGIONAL AIRPORT, LA US",SOD,6,543.0,1833.0,66.0,83.0,60.0,30.03,29.95,71.0,4.7,98.0,68.0,60.0,17.0,0.0,40.0,13.0,2019-09-01
267,74671693808,2019-09-01 23:59:00,36.9647,-86.4238,160.9,"BOWLING GREEN WARREN CO AIRPORT, KY US",SOD,6,516.0,1815.0,65.0,79.0,66.0,30.08,29.51,70.0,4.5,91.0,66.0,240.0,23.0,0.0,200.0,16.0,2019-09-01
268,72545014990,2019-09-01 23:59:00,41.8833,-91.7166,264.6,"CEDAR RAPIDS MUNICIPAL AIRPORT, IA US",SOD,6,532.0,1841.0,62.0,67.0,90.0,30.11,29.16,63.0,4.0,75.0,58.0,130.0,12.0,0.0,100.0,8.0,2019-09-01
269,72351013966,2019-09-01 23:59:00,33.9786,-98.4928,310.0,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",SOD,6,607.0,1900.0,71.0,82.0,74.0,30.01,28.95,74.0,6.2,94.0,70.0,110.0,19.0,0.0,110.0,16.0,2019-09-01
270,72656024025,2019-09-01 23:59:00,44.3813,-100.2855,531.0,"PIERRE REGIONAL AIRPORT, SD US",SOD,6,604.0,1918.0,64.0,72.0,87.0,30.0,28.19,65.0,7.4,81.0,62.0,80.0,21.0,0.0,80.0,15.0,2019-09-01
271,74756012816,2019-09-01 23:59:00,29.6919,-82.2755,37.5,"GAINESVILLE REGIONAL AIRPORT, FL US",SOD,6,606.0,1852.0,75.0,83.0,86.0,29.99,29.83,76.0,8.0,89.0,76.0,90.0,33.0,0.39,70.0,24.0,2019-09-01
272,72341993992,2019-09-01 23:59:00,33.2208,-92.8141,76.8,"EL DORADO GOODWIN FIELD, AR US",SOD,6,545.0,1837.0,68.0,81.0,70.0,30.04,29.74,72.0,2.7,97.0,65.0,70.0,17.0,0.0,70.0,14.0,2019-09-01
273,72345013971,2019-09-01 23:59:00,36.2668,-93.1566,418.8,"HARRISON BOONE CO AIRPORT, AR US",SOD,6,544.0,1841.0,67.0,75.0,82.0,30.09,28.65,69.0,2.2,86.0,64.0,170.0,17.0,0.1,170.0,13.0,2019-09-01
274,72646314897,2019-09-01 23:59:00,44.9288,-89.6277,365.8,"WAUSAU ASOS, WI US",SOD,6,520.0,1836.0,52.0,59.0,79.0,30.12,28.82,56.0,4.2,72.0,45.0,270.0,17.0,0.07,270.0,13.0,2019-09-01
275,74746003904,2019-09-01 23:59:00,30.58917,-96.36472,93.0,"COLLEGE STATION EASTERWOOD FIELD, TX US",SOD,6,602.0,1849.0,71.0,87.0,63.0,29.99,29.65,75.0,4.5,97.0,76.0,40.0,17.0,0.0,40.0,13.0,2019-09-01
276,72243012960,2019-09-01 23:59:00,29.98,-95.36,29.0,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",SOD,6,558.0,1844.0,69.0,88.0,60.0,29.98,29.87,75.0,6.1,100.0,76.0,50.0,21.0,0.0,40.0,16.0,2019-09-01
277,72650604840,2019-09-01 23:59:00,43.76944,-88.49083,246.0,"FOND DU LAC CO AIRPORT, WI US",SOD,6,517.0,1830.0,56.0,64.0,76.0,30.12,29.24,59.0,4.0,76.0,51.0,180.0,15.0,0.0,180.0,10.0,2019-09-01
